oracle Database name       :  HRPRD
----------------------------------------------------------------------------------------
Finished export of Template : HRSE_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : NGDED_XX
#########################################################################################
 
=> ( 1 ) GENL_DEDUCTIN_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Thu Dec 11 23:37:35 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_03":  userid="/******** AS SYSDBA" directory=NGDED_XX_HR dumpfile=NGDED_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_%U.dmp logfile=NGDED_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_GENL_DEDUCTIN_H QUERY=SYSADM.PS_GENL_DEDUCTIN_H:"WHERE PSARCH_ID='NGDED_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" 
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
Processing object type TABLE_EXPORT/TABLE/TABLE
. . exported "SYSADM"."PS_GENL_DEDUCTIN_H"               6.789 KB       0 rows
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
Master table "SYS"."SYS_EXPORT_TABLE_03" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_03 is:
  /backup/data_arch/NGDED_XX/HR/NGDED_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_01.dmp
  /backup/data_arch/NGDED_XX/HR/NGDED_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_02.dmp
  /backup/data_arch/NGDED_XX/HR/NGDED_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_03.dmp
  /backup/data_arch/NGDED_XX/HR/NGDED_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_04.dmp
  /backup/data_arch/NGDED_XX/HR/NGDED_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_05.dmp
  /backup/data_arch/NGDED_XX/HR/NGDED_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_06.dmp
  /backup/data_arch/NGDED_XX/HR/NGDED_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_07.dmp
  /backup/data_arch/NGDED_XX/HR/NGDED_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_08.dmp
  /backup/data_arch/NGDED_XX/HR/NGDED_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_09.dmp
  /backup/data_arch/NGDED_XX/HR/NGDED_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_10.dmp
Job "SYS"."SYS_EXPORT_TABLE_03" successfully completed at Thu Dec 11 23:38:00 2025 elapsed 0 00:00:24

TEMPLATE_NAME:  NGDED_XX
Error Count:  0
CURRENT DATE:  2025/12/11
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template HRPRD-NGDED_XX successfully Exported, started at  Thu Dec 11 23:37:35 EST 2025 and finished at Thu Dec 11 23:38:02 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : NGDED_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : NPAY1_XX
#########################################################################################
 
=> ( 1 ) DOL_PAY_AD_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Thu Dec 11 23:38:02 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_03":  userid="/******** AS SYSDBA" directory=NPAY1_XX_HR dumpfile=NPAY1_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_%U.dmp logfile=NPAY1_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_DOL_PAY_AD_H_XX QUERY=SYSADM.PS_DOL_PAY_AD_H_XX:"WHERE PSARCH_ID='NPAY1_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" 
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_DOL_PAY_AD_H_XX"                   0 KB       0 rows
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
Master table "SYS"."SYS_EXPORT_TABLE_03" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_03 is:
  /backup/data_arch/NPAY1_XX/HR/NPAY1_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_01.dmp
  /backup/data_arch/NPAY1_XX/HR/NPAY1_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_02.dmp
  /backup/data_arch/NPAY1_XX/HR/NPAY1_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_03.dmp
  /backup/data_arch/NPAY1_XX/HR/NPAY1_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_04.dmp
  /backup/data_arch/NPAY1_XX/HR/NPAY1_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_05.dmp
  /backup/data_arch/NPAY1_XX/HR/NPAY1_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_06.dmp
  /backup/data_arch/NPAY1_XX/HR/NPAY1_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_07.dmp
  /backup/data_arch/NPAY1_XX/HR/NPAY1_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_08.dmp
  /backup/data_arch/NPAY1_XX/HR/NPAY1_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_09.dmp
Job "SYS"."SYS_EXPORT_TABLE_03" successfully completed at Thu Dec 11 23:38:29 2025 elapsed 0 00:00:26

TEMPLATE_NAME:  NPAY1_XX
Error Count:  0
CURRENT DATE:  2025/12/11
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template HRPRD-NPAY1_XX successfully Exported, started at  Thu Dec 11 23:38:02 EST 2025 and finished at Thu Dec 11 23:38:34 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : NPAY1_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : N_PAY_XX
#########################################################################################
 
=> ( 1 ) PAY_CHECK_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

4 rows created.


Commit complete.

=> ( 2 ) PAY_CHKREN_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 3 ) PAY_CTX_OVRD_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 4 ) PAY_DEDUCTION_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 5 ) PAY_DISTRIBTN_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 6 ) PAY_EARNINGS_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 7 ) PAY_EXP_DT_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 8 ) PAY_GARNISH_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 9 ) PAY_GARN_OVRD_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 10 ) PAY_INS_EARNS_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 11 ) PAY_LINE_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

6 rows created.


Commit complete.

=> ( 12 ) PAY_ONE_TIME_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 13 ) PAY_OTH_EARNS_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 14 ) PAY_PAGE_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 15 ) PAY_SPCL_EARN_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 16 ) PAY_TAX_CAN_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 17 ) PAY_TAX_GRSDE_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 18 ) PAY_TAX_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 19 ) PAY_TAX_OVRD_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 20 ) PAY_TM_EXP_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

2 rows created.


Commit complete.

=> ( 21 ) PYADV_SENT_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 22 ) PYCHECK_HS_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 23 ) PYX0114_TM_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 24 ) PY_ABANCHK_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

2 rows created.


Commit complete.

=> ( 25 ) PY_CHECKFG_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 26 ) PY_COMMENT_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

2 rows created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Thu Dec 11 23:46:37 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_03":  userid="/******** AS SYSDBA" directory=N_PAY_XX_HR dumpfile=N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_%U.dmp logfile=N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_PAY_CHECK_H QUERY=SYSADM.PS_PAY_CHECK_H:"WHERE PSARCH_ID='N_PAY_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PAY_CHKREN_H_XX QUERY=SYSADM.PS_PAY_CHKREN_H_XX:"WHERE PSARCH_ID='N_PAY_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PAY_CTX_OVRD_H QUERY=SYSADM.PS_PAY_CTX_OVRD_H:"WHERE PSARCH_ID='N_PAY_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PAY_DEDUCTION_H QUERY=SYSADM.PS_PAY_DEDUCTION_H:"WHERE PSARCH_ID='N_PAY_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PAY_DISTRIBTN_H QUERY=SYSADM.PS_PAY_DISTRIBTN_H:"WHERE PSARCH_ID='N_PAY_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PAY_EARNINGS_H QUERY=SYSADM.PS_PAY_EARNINGS_H:"WHERE PSARCH_ID='N_PAY_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PAY_EXP_DT_H_XX QUERY=SYSADM.PS_PAY_EXP_DT_H_XX:"WHE
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
. . exported "SYSADM"."PS_PAY_TAX_H"                     597.0 MB 45985292 rows
. . exported "SYSADM"."PS_PAY_OTH_EARNS_H"               150.4 MB 10836094 rows
. . exported "SYSADM"."PS_PAY_DISTRIBTN_H"               60.20 MB 3597701 rows
. . exported "SYSADM"."PS_PY_COMMENT_H_XX"               107.2 KB    5764 rows
. . exported "SYSADM"."PS_PAY_INS_EARNS_H"               21.66 KB     647 rows
. . exported "SYSADM"."PS_PAY_EXP_DT_H_XX"               1.733 MB  277490 rows
. . exported "SYSADM"."PS_PAY_TM_EXP_H_XX"               1.353 MB  115856 rows
. . exported "SYSADM"."PS_PYCHECK_HS_H_XX"               6.078 KB       0 rows
. . exported "SYSADM"."PS_PAY_TAX_OVRD_H"                494.6 KB   83154 rows
. . exported "SYSADM"."PS_PY_ABANCHK_H_XX"               45.21 KB    5216 rows
. . exported "SYSADM"."PS_PAY_GARNISH_H"                 4.527 MB  187928 rows
. . exported "SYSADM"."PS_PY_CHECKFG_H_XX"               97.82 KB    7918 rows
. . exported "SYSADM"."PS_PAY_GARN_OVRD_H"               12.17 KB     999 rows
. . exported "SYSADM"."PS_PAY_CTX_OVRD_H"                5.703 KB       0 rows
. . exported "SYSADM"."PS_PAY_CHKREN_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PAY_TAX_GRSDE_H"                   0 KB       0 rows
. . exported "SYSADM"."PS_PYADV_SENT_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PYX0114_TM_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PAY_ONE_TIME_H"                628.5 KB   92492 rows
. . exported "SYSADM"."PS_PAY_PAGE_H"                    2.783 MB 1156556 rows
. . exported "SYSADM"."PS_PAY_TAX_CAN_H"                 40.92 KB    4543 rows
. . exported "SYSADM"."PS_PAY_LINE_H"                    130.2 MB 7390532 rows
. . exported "SYSADM"."PS_PAY_DEDUCTION_H"               42.62 MB 4200782 rows
. . exported "SYSADM"."PS_PAY_CHECK_H"                   495.2 MB 7523118 rows
. . exported "SYSADM"."PS_PAY_EARNINGS_H"                305.2 MB 10833774 rows
. . exported "SYSADM"."PS_PAY_SPCL_EARN_H"               66.60 MB 14517983 rows
Master table "SYS"."SYS_EXPORT_TABLE_03" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_03 is:
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_01.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_02.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_03.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_04.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_05.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_06.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_07.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_08.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_09.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_10.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_11.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_12.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_13.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_14.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_15.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_16.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_17.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_18.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_19.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_20.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_21.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_22.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_23.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_24.dmp
  /backup/data_arch/N_PAY_XX/HR/N_PAY_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_25.dmp
Job "SYS"."SYS_EXPORT_TABLE_03" successfully completed at Fri Dec 12 00:04:45 2025 elapsed 0 00:18:07

TEMPLATE_NAME:  N_PAY_XX
Error Count:  0
CURRENT DATE:  2025/12/12
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template HRPRD-N_PAY_XX successfully Exported, started at  Thu Dec 11 23:46:37 EST 2025 and finished at Fri Dec 12 00:04:50 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : N_PAY_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : PRCS_XX
#########################################################################################
 
=> ( 1 ) CDMAUTHIST_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 2 ) CDMLISTHIS_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 3 ) CDM_F_LTXX_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 4 ) PRCDISTHIS_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 5 ) PRCJOBSTAT_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 6 ) PRCPARMHIS_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 7 ) PRCQUEHIS_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 8 ) PRCRQSTFLE_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 9 ) PRCRQSTHIS_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 10 ) PRCRQSTSTR_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 11 ) PRCTXFRHIS_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 12 ) PRCTXTHIS_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

2 rows created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 00:04:55 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
